"text","label"
"In the isolated Tyrode's perfused rabbit kidney, metabolism of [9-3H]prostacyclin was examined. In addition to 7,9-dihydroxy-4,13-diketo-dinor-prostanoic acid, dinor-6-keto-prostaglandin F1 alpha, and pentanorprostaglandin (PG)F1 alpha gamma-lactone, a new, previously unreported, metabolite was isolated and identified by radio-gas chromatography and gas chromatography-mass spectrometry as 5-hydroxy-6-keto-PGF1 alpha. The structure of this metabolite was further confirmed by comparison of the mass spectra to that of the synthetic standard. The formation of 5-hydroxy-6-keto-PGF1 alpha in the kidney suggested epoxidation of prostacyclin via the renal epoxygenase pathway.","1"
"Electrical spiking activity of different parts of the colonic wall was studied in relation to the mechanical events in conscious rats fitted with chronically implanted nichrome wire electrodes and miniaturized strain-gauge transducers. The progress of barium sulphate introduced into the caecum and measured radiographically at fixed intervals was used as an index of transit rate of colonic contents in both the fasted and fed state. The basic pattern of colonic myoelectrical activity was characterized by randomly occurring spike bursts at a higher frequency in the proximal (0.9/min) than the distal colon (0.5/min). Their duration in the fasted state, which was shorter in the proximal (5.5 +/- 1.7 s) than the distal colon (12.7 +/- 2.9 s), was similar following a meal. In the fasted state, integrated records showed cyclical periods of more intense electrical activity lasting about 20 and 40 min in the proximal and the distal colon, respectively. The cyclical pattern following a meal occurred at shorter intervals in the different parts of the colon. Conversely, the propulsion of the marker over the whole colon, which lasted 180-200 min, was accelerated by 30% after feeding. Laxatives disrupted these cyclical motor events on the colon, by inducing mass movements which impeded the pellet formation and increased the rate of transit. The cyclical motor activity was also disrupted following the administration of opiate agonists, the rate of transit being decreased and propulsive activity inhibited. The results are consistent with the concept of cyclical motor pattern playing an important part in the control of pellet formation and movement of digestive contents within the colon of the rat.","1"
"A variety of approaches are used to study carcinogenesis. Recent advances in techniques for culture of human tissues and cells have provided additional experimental systems of study the process of carcinogenesis and the genetics of cancer.","1"
"They texted to downtown today and I forgot my keys again.","0"
"Optimal conditions of culture and assay for identification of feline immunoglobulin-secreting mononuclear cells were determined for the staphylococcal protein A-reverse hemolytic plaque assay (SpA-RHPA). Hemolytic plaques were most distinct and numerous when peripheral blood mononuclear cells were stimulated with 6.9 micrograms/ml pokeweed mitogen for 7 days. Immunoglobulin-secreting cells were identified morphologically within a zone of hemolysis utilizing a 1:5 dilution of rabbit anti-cat IgG and a 1:30 dilution of guinea pig complement as developing reagents. The SpA-RHPA system should contribute to an understanding of normal feline T- and B-lymphocyte interactions and will likely aid in the identification and understanding of immune cell dysfunctions associated with chronic feline leukemia virus infection.","1"
"My sister bought to the office yesterday and it took forever.","0"
"My friend texted to downtown on the weekend because I was bored.","0"
"My friend walked to home this morning and it was actually fun.","0"
"An improved method for removing dowels from endodontically treated teeth has been presented. It includes a cast supplementary device that supports the tooth while the dowel is being removed. Although the procedure requires more than one appointment, it provides a safe method for removing the dowel from the tooth.","1"
"I texted to home on the weekend and I forgot my keys again.","0"
"This paper is based on a study which investigated the perceptions and expectations held by nominated nurse experts from Hong Kong, concerning the future developments of nursing education in the local context. A modified Delphi survey method was utilized to gain a consensus of opinion regarding the leadership role that the Hong Kong Polytechnic's newly established Nursing Studies Section should play. The findings suggested that the present plans proposed by the section were inadequate and in juxtaposition with the expectations held by nursing education experts working in this field. The respondents indicated that the section should take total responsibility for post-basic nursing education, nursing research activities, curriculum development in association with the hospital schools of nursing and assisting clinical staff in the development of clinical and management practice.","1"
"Therapeutic drug monitoring can involve quantitation in either microgram, nanogram or picogram concentrations present in a complex biological matrix (whole blood, urine or tissue). The chemical structure of a compound influences not only the analytical method best suited to its quantitation, but also its acid/base character (pKa) and its extractability. The dose administered, the bioavailability of the dosage form, and the pharmacokinetic profile of the drug govern the circulating concentrations of either the parent drug and/or its metabolites present in vivo, and dictate the ultimate sensitivity and specificity required of the analytical method. The degree of sample preparation required is dependent on the analytical method used (gas--liquid chromatography, thin-layer chromatography, high-performance liquid chromatography) and on the tolerance of the specific type of detection system to contamination. Factors leading to compound losses during sample preparation (adsorption, stability) are critical at low concentrations and can adversely affect the reliability of an assay, therefore maximizing the overall recovery of the assay is essential not only for high sensitivity but also for good precision and accuracy. Therefore, the criteria to be used in sample preparation should aim to optimize all of the above factors in the overall development of a reliable and validated method for the compound suitable for use in clinical therapeutic monitoring.","1"
